id,simplified,traditional,pinyin_marked,pinyin_numbered,pos,hsk_band_2026,hsk_band_range,hsk_band_2021,hsk_band_2_0,hsk_list_id,definition_count,definitions,source_ids,frequency_rank,zipf,audio_female_available,audio_male_available,audio_status,enriched_via
dex:w:jin4:进:v,进,進,jìn,jin4,V,1,1,1,2,L1-0182,10,"[""to go forward"",""to advance"",""to go in"",""to enter"",""to put in"",""to submit"",""to take in"",""to admit"",""(math.) base of a number system"",""classifier for sections in a building or residential compound""]",hsk30:L1-0182;cc-cedict:進|进[jin4],565,5.49,true,false,available-unhosted,reading
dex:w:jin4qu4:进去:x,进去,進去,jìnqù,jin4 qu4,,1,1,1,,L1-0184,1,"[""to go in""]",hsk30:L1-0184;cc-cedict:進去|进去[jin4 qu4],2580,4.81,true,false,available-unhosted,reading
dex:w:jin4lai2:进来:x,进来,進來,jìnlái,jin4 lai2,,1,1,1,,L1-0183,1,"[""to come in""]",hsk30:L1-0183;cc-cedict:進來|进来[jin4 lai2],2691,4.79,true,false,available-unhosted,reading
dex:w:yuan3:远:adj,远,遠,yuǎn,yuan3,Adj,1,1,1,2,L1-0451,5,"[""far"",""distant"",""remote"",""(intensifier in a comparison) by far"",""much (lower etc)""]",hsk30:L1-0451;cc-cedict:遠|远[yuan3],1353,5.12,true,false,available-unhosted,reading
dex:w:song4:送:v,送,送,sòng,song4,V,1,1,1,2,L1-0352,4,"[""to send; to deliver; to transmit"",""to give (as a present)"",""to see (sb) off"",""to accompany; to go along with""]",hsk30:L1-0352;cc-cedict:送|送[song4],802,5.35,true,false,available-unhosted,reading
dex:w:na4:那:pron,那,那,nà,na4,Pron,1,1,1,1,L1-0254,3,"[""(specifier) that; the; those (colloquial pr. [nei4])"",""(pronoun) that (referring to persons, things or situations)"",""then (in that case)""]",hsk30:L1-0254;cc-cedict:那|那[na4],188,6.01,true,false,available-unhosted,reading
dex:w:na4xie1:那些:pron,那些,那些,nàxiē,na4 xie1,Pron,1,1,1,,L1-0258,1,"[""those""]",hsk30:L1-0258;cc-cedict:那些|那些[na4 xie1],470,5.57,true,false,available-unhosted,reading
dex:w:na4r5:那儿:pron,那儿,那兒,nàr,na4 r5,Pron,1,1,1,,L1-0257,1,"[""there""]",hsk30:L1-0257;cc-cedict:那兒|那儿[na4 r5],6455,4.32,true,false,available-unhosted,reading
dex:w:na4bian5:那边:pron,那边,那邊,nàbiān,na4 bian5,Pron,1,1,,,L1-0255,2,"[""over there"",""yonder""]",hsk30:L1-0255;cc-cedict:那邊|那边[na4 bian5],4367,4.53,true,false,available-unhosted,reading
dex:w:na4li5:那里:pron,那里,那裡|那裏,nàlǐ,na4 li5,Pron,1,1,1,,L1-0256,1,"[""there; that place""]",hsk30:L1-0256;cc-cedict:那裡|那里[na4 li5];cc-cedict:那裏|那里[na4 li5],923,5.28,true,false,available-unhosted,reading
dex:w:dou1:都:adv,都,都,dōu,dou1,Adv,1,1,,,L1-0089,4,"[""all; both; entirely"",""(used for emphasis) even"",""already"",""(not) at all""]",hsk30:L1-0089;cc-cedict:都|都[dou1],47,6.59,true,false,available-unhosted,reading
dex:w:li3:里:n,里,裡|裏,lǐ,li3,N,1,1,1,1,L1-0213,6,"[""lining"",""interior"",""inside"",""internal"",""also written 裏|里[li3]"",""variant of 裡|里[li3]""]",hsk30:L1-0213;cc-cedict:裡|里[li3];cc-cedict:裏|里[li3],148,6.09,true,false,available-unhosted,reading
dex:w:li3bian5:里边:n,里边,裡邊,lǐbian,li3 bian5,N,1,1,,,L1-0214,1,"[""inside""]",hsk30:L1-0214;cc-cedict:裡邊|里边[li3 bian5],22714,3.62,true,false,available-unhosted,reading
dex:w:zhong4:重:adj,重,重,zhòng,zhong4,Adj,1,1,1,,L1-0483,3,"[""heavy"",""serious"",""to attach importance to""]",hsk30:L1-0483;cc-cedict:重|重[zhong4],1383,5.11,true,false,available-unhosted,reading
dex:w:zhong4yao4:重要:adj,重要,重要,zhòngyào,zhong4 yao4,Adj,1,1,1,3,L1-0484,1,"[""important; significant; major""]",hsk30:L1-0484;cc-cedict:重要|重要[zhong4 yao4],308,5.75,true,false,available-unhosted,reading
dex:w:qian2:钱:n,钱,錢,qián,qian2,N,1,1,1,1,L1-0294,4,"[""coin"",""money"",""CL:筆|笔[bi3]"",""unit of weight, one tenth of a tael 兩|两[liang3]""]",hsk30:L1-0294;cc-cedict:錢|钱[qian2],327,5.72,true,false,available-unhosted,reading
dex:w:qian2bao1:钱包:n,钱包,錢包,qiánbāo,qian2 bao1,N,1,1,1,,L1-0295,2,"[""purse"",""wallet""]",hsk30:L1-0295;cc-cedict:錢包|钱包[qian2 bao1],7246,4.26,true,false,available-unhosted,reading
dex:w:cuo4:错:adj,错,錯,cuò,cuo4,Adj;N,1,1,1,2,L1-0055,13,"[""mistake"",""wrong"",""bad"",""interlocking"",""complex"",""to grind"",""to polish"",""to alternate"",""to stagger"",""to miss"",""to let slip"",""to evade"",""to inlay with gold or silver""]",hsk30:L1-0055;cc-cedict:錯|错[cuo4],1323,5.13,true,false,available-unhosted,reading
dex:w:men2:门:n,门,門,mén,men2,N;M,1,1,1,2,L1-0238,21,"[""gate"",""door"",""CL:扇[shan4]"",""gateway"",""doorway"",""CL:個|个[ge4]"",""opening"",""valve"",""switch"",""way to do something"",""knack"",""family"",""house"",""(religious) sect"",""school (of thought)"",""class"",""category"",""phylum or division (taxonomy)"",""classifier for large guns"",""classifier for lessons, subjects, branches of technology"",""(suffix) -gate (i.e. scandal; derived from Watergate)""]",hsk30:L1-0238;cc-cedict:門|门[men2],1089,5.21,true,false,available-unhosted,reading
dex:w:men2kou3:门口:n,门口,門口,ménkǒu,men2 kou3,N,1,1,1,,L1-0239,3,"[""doorway"",""gate"",""CL:個|个[ge4]""]",hsk30:L1-0239;cc-cedict:門口|门口[men2 kou3],4370,4.53,true,false,available-unhosted,reading
dex:w:men2piao4:门票:n,门票,門票,ménpiào,men2 piao4,N,1,1,1,,L1-0240,1,"[""ticket (for theater, cinema etc)""]",hsk30:L1-0240;cc-cedict:門票|门票[men2 piao4],9297,4.12,true,false,available-unhosted,reading
dex:w:wen4:问:v,问,問,wèn,wen4,V,1,1,1,2,L1-0379,1,"[""to ask; to inquire""]",hsk30:L1-0379;cc-cedict:問|问[wen4],408,5.63,true,false,available-unhosted,reading
dex:w:jian1:间:m,间,間,jiān,jian1,M,1,1,,,L1-0172,6,"[""between"",""among"",""within a definite time or space"",""room"",""section of a room or lateral space between two pairs of pillars"",""classifier for rooms""]",hsk30:L1-0172;cc-cedict:間|间[jian1],510,5.53,true,false,available-unhosted,reading
dex:w:nan2:难:adj,难,難,nán,nan2,Adj,1,1,1,3,L1-0268,5,"[""difficult (to...)"",""problem"",""difficulty"",""difficult"",""not good""]",hsk30:L1-0268;cc-cedict:難|难[nan2],1137,5.19,true,false,available-unhosted,reading
dex:w:yu3:雨:n,雨,雨,yǔ,yu3,N,1,1,,,L1-0449,2,"[""rain"",""CL:陣|阵[zhen4],場|场[chang2]""]",hsk30:L1-0449;cc-cedict:雨|雨[yu3],4704,4.49,true,false,available-unhosted,reading
dex:w:ling2:零|〇:num,零|〇,零|〇,líng|líng,ling2,Num,1,1,,,L1-0216,12,"[""zero"",""nought"",""zero sign"",""fractional"",""fragmentary"",""odd (of numbers)"",""(placed between two numbers to indicate a smaller quantity followed by a larger one)"",""fraction"",""(in mathematics) remainder (after division)"",""extra"",""to wither and fall"",""to wither""]",hsk30:L1-0216;cc-cedict:零|零[ling2],,,true,false,available-unhosted,form
dex:w:fei1chang2:非常:adv,非常,非常,fēicháng,fei1 chang2,Adv,1,1,1,2,L1-0108,2,"[""very; really"",""unusual; extraordinary""]",hsk30:L1-0108;cc-cedict:非常|非常[fei1 chang2],451,5.59,true,false,available-unhosted,reading
dex:w:mian4bao1:面包:n,面包,麵包,miànbāo,mian4 bao1,N,1,1,1,3,L1-0243,2,"[""bread"",""CL:片[pian4],塊|块[kuai4]""]",hsk30:L1-0243;cc-cedict:麵包|面包[mian4 bao1],5485,4.41,true,false,available-unhosted,reading
dex:w:mian4tiao2r5:面条儿:n,面条儿,麵條兒,miàntiáor,mian4 tiao2 r5,N,1,1,1,,L1-0244,1,"[""erhua variant of 麵條|面条[mian4 tiao2]""]",hsk30:L1-0244;cc-cedict:麵條兒|面条儿[mian4 tiao2 r5],64213,2.74,true,false,available-unhosted,reading
dex:w:ye4:页:m,页,頁,yè,ye4,M,1,1,1,,L1-0426,2,"[""page"",""leaf""]",hsk30:L1-0426;cc-cedict:頁|页[ye4],1855,4.98,true,false,available-unhosted,reading
dex:w:feng1:风:n,风,風,fēng,feng1,N,1,1,1,,L1-0110,6,"[""wind"",""news"",""style"",""custom"",""manner"",""CL:陣|阵[zhen4],絲|丝[si1]""]",hsk30:L1-0110;cc-cedict:風|风[feng1],2034,4.94,true,false,available-unhosted,reading
dex:w:fei1:飞:v,飞,飛,fēi,fei1,V,1,1,1,,L1-0106,1,"[""to fly""]",hsk30:L1-0106;cc-cedict:飛|飞[fei1],2313,4.87,true,false,available-unhosted,reading
dex:w:fei1ji1:飞机:n,飞机,飛機,fēijī,fei1 ji1,N,1,1,1,1,L1-0107,2,"[""airplane"",""CL:架[jia4]""]",hsk30:L1-0107;cc-cedict:飛機|飞机[fei1 ji1],1168,5.18,true,false,available-unhosted,reading
dex:w:fan4:饭:n,饭,飯,fàn,fan4,N,1,1,1,,L1-0099,6,"[""cooked rice"",""CL:碗[wan3]"",""meal"",""CL:頓|顿[dun4]"",""(loanword) fan"",""devotee""]",hsk30:L1-0099;cc-cedict:飯|饭[fan4],3158,4.7,true,false,available-unhosted,reading
dex:w:fan4dian4:饭店:n,饭店,飯店,fàndiàn,fan4 dian4,N,1,1,1,,L1-0100,3,"[""restaurant"",""hotel"",""CL:家[jia1],個|个[ge4]""]",hsk30:L1-0100;cc-cedict:飯店|饭店[fan4 dian4],4470,4.52,true,false,available-unhosted,reading
dex:w:e4:饿:adj,饿,餓,è,e4,Adj;V,1,1,1,3,L1-0096,2,"[""hungry"",""to starve (sb)""]",hsk30:L1-0096;cc-cedict:餓|饿[e4],3986,4.58,true,false,available-unhosted,reading
dex:w:ma3shang4:马上:adv,马上,馬上,mǎshàng,ma3 shang4,Adv,1,1,1,3,L1-0226,4,"[""at once"",""right away"",""immediately"",""on horseback (i.e. by military force)""]",hsk30:L1-0226;cc-cedict:馬上|马上[ma3 shang4],2582,4.81,true,false,available-unhosted,reading
dex:w:ma3lu4:马路:n,马路,馬路,mǎlù,ma3 lu4,N,1,1,1,,L1-0225,3,"[""street"",""road"",""CL:條|条[tiao2]""]",hsk30:L1-0225;cc-cedict:馬路|马路[ma3 lu4],9783,4.09,true,false,available-unhosted,reading
dex:w:gao1:高:adj,高,高,gāo,gao1,Adj,1,1,1,2,L1-0115,5,"[""high"",""tall"",""above average"",""loud"",""your (honorific)""]",hsk30:L1-0115;cc-cedict:高|高[gao1],309,5.75,true,false,available-unhosted,reading
dex:w:gao1xing4:高兴:adj,高兴,高興,gāoxìng,gao1 xing4,Adj,1,1,1,1,L1-0116,4,"[""happy"",""glad"",""willing (to do sth)"",""in a cheerful mood""]",hsk30:L1-0116;cc-cedict:高興|高兴[gao1 xing4],1760,5,true,false,available-unhosted,reading
dex:w:ji1dan4:鸡蛋:n,鸡蛋,雞蛋,jīdàn,ji1 dan4,N,1,1,1,2,L1-0164,3,"[""(chicken) egg"",""hen's egg"",""CL:個|个[ge4],打[da2]""]",hsk30:L1-0164;cc-cedict:雞蛋|鸡蛋[ji1 dan4],7250,4.26,true,false,available-unhosted,reading
dex:w:yi1hui4r5:一会儿:adv,一会儿,一會兒,yīhuìr,yi1 hui4 r5,Adv,2,2,1,3,L2-0649,5,"[""a moment"",""a while"",""in a moment"",""now...now..."",""also pr. [yi1 hui3 r5]""]",hsk30:L2-0649;cc-cedict:一會兒|一会儿[yi1 hui4 r5],4376,4.52,true,false,available-unhosted,reading
dex:w:yi1gong4:一共:adv,一共,一共,yīgòng,yi1 gong4,Adv,2,2,2,3,L2-0648,1,"[""in total; altogether""]",hsk30:L2-0648;cc-cedict:一共|一共[yi1 gong4],6994,4.27,true,false,available-unhosted,reading
dex:w:yi1ding4:一定:adj,一定,一定,yīdìng,yi1 ding4,Adj;Adv,2,2,2,3,L2-0647,8,"[""surely"",""certainly"",""necessarily"",""fixed"",""a certain (extent etc)"",""given"",""particular"",""must""]",hsk30:L2-0647;cc-cedict:一定|一定[yi1 ding4],329,5.71,true,false,available-unhosted,reading
dex:w:yi1dian3dian3:一点点:x,一点点,一點點,yī diǎndiǎn,yi1 dian3 dian3,,2,2,2,,L2-0661,1,"[""a little bit""]",hsk30:L2-0661;cc-cedict:一點點|一点点[yi1 dian3 dian3],6589,4.3,true,false,available-unhosted,reading
dex:w:yi1sheng1:一生:n,一生,一生,yīshēng,yi1 sheng1,N,2,2,2,,L2-0662,1,"[""all one's life; throughout one's life""]",hsk30:L2-0662;cc-cedict:一生|一生[yi1 sheng1],2840,4.75,true,false,available-unhosted,reading
dex:w:yi1zhi2:一直:adv,一直,一直,yīzhí,yi1 zhi2,Adv,2,2,2,3,L2-0663,2,"[""straight (in a straight line)"",""continuously; always; all the way through""]",hsk30:L2-0663;cc-cedict:一直|一直[yi1 zhi2],388,5.64,true,false,available-unhosted,reading
dex:w:yi1ban1:一般:adj,一般,一般,yībān,yi1 ban1,Adj,2,2,2,3,L2-0660,7,"[""same"",""ordinary"",""so-so"",""common"",""general"",""generally"",""in general""]",hsk30:L2-0660;cc-cedict:一般|一般[yi1 ban1],514,5.52,true,false,available-unhosted,reading
dex:w:yi1lu4ping2an1:一路平安:x,一路平安,一路平安,yīlù-píng'ān,yi1 lu4 ping2 an1,,2,2,2,,L2-0650,2,"[""to have a pleasant journey"",""Bon voyage!""]",hsk30:L2-0650;cc-cedict:一路平安|一路平安[yi1 lu4 ping2 an1],41408,3.23,true,false,available-unhosted,reading
dex:w:yi1lu4shun4feng1:一路顺风:x,一路顺风,一路順風,yīlù-shùnfēng,yi1 lu4 shun4 feng1,,2,2,2,,L2-0651,1,"[""to have a pleasant journey (idiom)""]",hsk30:L2-0651;cc-cedict:一路順風|一路顺风[yi1 lu4 shun4 feng1],70368,2.55,true,false,available-unhosted,reading
dex:w:yi1bu4fen5:一部分:x,一部分,一部分,yī bùfen,yi1 bu4 fen5,,2,2,2,,L2-0646,3,"[""portion"",""part of"",""subset""]",hsk30:L2-0646;cc-cedict:一部分|一部分[yi1 bu4 fen5],1619,5.03,true,false,available-unhosted,reading
dex:w:wan4:万:num,万,萬,wàn,wan4,Num,2,2,2,3,L2-0565,2,"[""ten thousand"",""a great number""]",hsk30:L2-0565;cc-cedict:萬|万[wan4],336,5.7,true,false,available-unhosted,reading
dex:w:shang4zhou1:上周:x,上周,上周,shàng zhōu,shang4 zhou1,,2,2,2,,L2-0472,1,"[""last week""]",hsk30:L2-0472;cc-cedict:上周|上周[shang4 zhou1],6863,4.28,true,false,available-unhosted,reading
dex:w:xia4:下:m,下,下,xià,xia4,M,2,2,1,1,L2-0589,11,"[""down"",""downwards"",""below"",""lower"",""later"",""next (week etc)"",""second (of two parts)"",""to decline"",""to go down"",""to arrive at (a decision, conclusion etc)"",""measure word to show the frequency of an action""]",hsk30:L2-0589;cc-cedict:下|下[xia4],138,6.1,true,false,available-unhosted,reading
dex:w:xia4zhou1:下周:x,下周,下週,xià zhōu,xia4 zhou1,,2,2,2,,L2-0591,1,"[""next week""]",hsk30:L2-0591;cc-cedict:下週|下周[xia4 zhou1],13138,3.92,true,false,available-unhosted,reading
dex:w:xia4xue3:下雪:x,下雪,下雪,xià xuě,xia4 xue3,,2,2,2,,L2-0590,1,"[""to snow""]",hsk30:L2-0590;cc-cedict:下雪|下雪[xia4 xue3],29809,3.45,true,false,available-unhosted,reading
dex:w:bu4yi1hui4r5:不一会儿:x,不一会儿,不一會兒,bù yīhuìr,bu4 yi1 hui4 r5,,2,2,,,L2-0044,0,[],hsk30:L2-0044,22262,,true,false,available-unhosted,form
dex:w:bu4yi1ding4:不一定:adv,不一定,不一定,bùyīdìng,bu4 yi1 ding4,Adv,2,2,2,,L2-0043,2,"[""not necessarily"",""maybe""]",hsk30:L2-0043;cc-cedict:不一定|不一定[bu4 yi1 ding4],3268,4.67,true,false,available-unhosted,reading
dex:w:bu4jiu3:不久:adj,不久,不久,bùjiǔ,bu4 jiu3,Adj,2,2,2,,L2-0037,4,"[""not long (after)"",""before too long"",""soon"",""soon after""]",hsk30:L2-0037;cc-cedict:不久|不久[bu4 jiu3],2589,4.8,true,false,available-unhosted,reading
dex:w:bu4dan4:不但:conj,不但,不但,bùdàn,bu4 dan4,Conj,2,2,,4,L2-0031,1,"[""not only (... but also ...)""]",hsk30:L2-0031;cc-cedict:不但|不但[bu4 dan4],3269,4.67,true,false,available-unhosted,reading
dex:w:bu4tong2:不同:x,不同,不同,bù tóng,bu4 tong2,,2,2,2,,L2-0041,4,"[""different"",""distinct"",""not the same"",""not alike""]",hsk30:L2-0041;cc-cedict:不同|不同[bu4 tong2],330,5.71,true,false,available-unhosted,reading
dex:w:bu4gou4:不够:v,不够,不夠,bùgòu,bu4 gou4,V;Adv,2,2,2,,L2-0032,3,"[""not enough"",""insufficient"",""inadequate""]",hsk30:L2-0032;cc-cedict:不夠|不够[bu4 gou4],1678,5.01,true,false,available-unhosted,reading
dex:w:bu4tai4:不太:x,不太,不太,bù tài,bu4 tai4,,2,2,,,L2-0034,0,[],hsk30:L2-0034,,,true,false,available-unhosted,form
dex:w:bu4hao3yi4si5:不好意思:x,不好意思,不好意思,bù hǎoyìsi,bu4 hao3 yi4 si5,,2,2,2,5,L2-0036,3,"[""to feel embarrassed"",""to find it embarrassing"",""to be sorry (for inconveniencing sb)""]",hsk30:L2-0036;cc-cedict:不好意思|不好意思[bu4 hao3 yi4 si5],7788,4.21,true,false,available-unhosted,reading
dex:w:bu4ru2:不如:v,不如,不如,bùrú,bu4 ru2,V,2,2,2,5,L2-0039,2,"[""not equal to; not as good as; inferior to"",""it would be better to""]",hsk30:L2-0039;cc-cedict:不如|不如[bu4 ru2],3051,4.71,true,false,available-unhosted,reading
dex:w:bu4shao3:不少:x,不少,不少,bù shǎo,bu4 shao3,,2,2,2,,L2-0040,3,"[""many"",""a lot"",""not few""]",hsk30:L2-0040;cc-cedict:不少|不少[bu4 shao3],1358,5.11,true,false,available-unhosted,reading
dex:w:bu4man3:不满:adj,不满,不滿,bùmǎn,bu4 man3,Adj,2,2,2,,L2-0038,2,"[""dissatisfied; discontented; resentful"",""(before a number) to be less than""]",hsk30:L2-0038;cc-cedict:不滿|不满[bu4 man3],3053,4.71,true,false,available-unhosted,reading
dex:w:bu4xing2:不行:v,不行,不行,bùxíng,bu4 xing2,V;Adj,2,2,2,,L2-0042,5,"[""won't do"",""be out of the question"",""be no good"",""not work"",""not be capable""]",hsk30:L2-0042;cc-cedict:不行|不行[bu4 xing2],2451,4.83,true,false,available-unhosted,reading
dex:w:bu4yao4:不要:adv,不要,不要,bùyào,bu4 yao4,Adv,2,2,2,,L2-0035,1,"[""don't!; must not""]",hsk30:L2-0035;cc-cedict:不要|不要[bu4 yao4],333,5.7,true,false,available-unhosted,reading
dex:w:bu4guo4:不过:conj,不过,不過,bùguò,bu4 guo4,Conj,2,2,2,4,L2-0033,7,"[""only"",""merely"",""no more than"",""but"",""however"",""anyway (to get back to a previous topic)"",""cannot be more (after adjectival)""]",hsk30:L2-0033;cc-cedict:不過|不过[bu4 guo4],317,5.72,true,false,available-unhosted,reading
dex:w:bu4cuo4:不错:adj,不错,不錯,bùcuò,bu4 cuo4,Adj,2,2,2,,L2-0030,4,"[""correct"",""right"",""not bad"",""pretty good""]",hsk30:L2-0030;cc-cedict:不錯|不错[bu4 cuo4],1331,5.12,true,false,available-unhosted,reading
dex:w:dong1bei3:东北:n,东北,東北,dōngběi,dong1 bei3,N,2,2,2,,L2-0130,1,"[""northeast""]",hsk30:L2-0130;cc-cedict:東北|东北[dong1 bei3],2064,4.93,true,false,available-unhosted,reading
dex:w:dong1nan2:东南:n,东南,東南,dōngnán,dong1 nan2,N,2,2,2,,L2-0132,1,"[""southeast""]",hsk30:L2-0132;cc-cedict:東南|东南[dong1 nan2],5429,4.41,true,false,available-unhosted,reading
dex:w:dong1fang1:东方:n,东方,東方,dōngfāng,dong1 fang1,N,2,2,2,,L2-0131,1,"[""east""]",hsk30:L2-0131;cc-cedict:東方|东方[dong1 fang1],2217,4.89,true,false,available-unhosted,reading
dex:w:liang3:两:m,两,兩,liǎng,liang3,M,2,2,1,2,L2-0356,5,"[""two"",""both"",""some"",""a few"",""tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)""]",hsk30:L2-0356;cc-cedict:兩|两[liang3],354,5.67,true,false,available-unhosted,reading
dex:w:ge4zi5:个子:n,个子,個子,gèzi,ge4 zi5,N,2,2,2,4,L2-0186,2,"[""stature; height; size (of a person or object)"",""(agriculture) bundle of cereal stalks tied together""]",hsk30:L2-0186;cc-cedict:個子|个子[ge4 zi5],22023,3.63,true,false,available-unhosted,reading
dex:w:zhong1yi1:中医:n,中医,中醫,zhōngyī,Zhong1 yi1,N,2,2,2,,L2-0739,2,"[""traditional Chinese medical science"",""a doctor trained in Chinese medicine""]",hsk30:L2-0739;cc-cedict:中醫|中医[Zhong1 yi1],6469,4.31,true,false,available-unhosted,reading
dex:w:zhong1xiao3xue2:中小学:x,中小学,中小學,zhōng-xiǎoxué,zhong1 xiao3 xue2,,2,2,2,,L2-0737,1,"[""middle and elementary school""]",hsk30:L2-0737;cc-cedict:中小學|中小学[zhong1 xiao3 xue2],13142,3.92,true,false,available-unhosted,reading
dex:w:zhong1nian2:中年:n,中年,中年,zhōngnián,zhong1 nian2,N,2,2,2,,L2-0736,1,"[""middle age""]",hsk30:L2-0736;cc-cedict:中年|中年[zhong1 nian2],806,5.34,true,false,available-unhosted,reading
dex:w:zhong1xin1:中心:n,中心,中心,zhōngxīn,zhong1 xin1,N,2,2,2,5,L2-0738,1,"[""center; heart; core""]",hsk30:L2-0738;cc-cedict:中心|中心[zhong1 xin1],373,5.65,true,false,available-unhosted,reading
dex:w:zhong1ji2:中级:adj,中级,中級,zhōngjí,zhong1 ji2,Adj,2,2,2,,L2-0735,1,"[""middle level (in a hierarchy)""]",hsk30:L2-0735;cc-cedict:中級|中级[zhong1 ji2],8073,4.19,true,false,available-unhosted,reading
dex:w:zhong1can1:中餐:n,中餐,中餐,zhōngcān,zhong1 can1,N,2,2,2,,L2-0734,3,"[""lunch"",""Chinese meal; Chinese food"",""CL:份[fen4],頓|顿[dun4]""]",hsk30:L2-0734;cc-cedict:中餐|中餐[zhong1 can1],42035,3.22,true,false,available-unhosted,reading
dex:w:wei4:为:prep,为,為,wèi,wei4,Prep,2,2,,,L2-0570,3,"[""because of"",""for"",""to""]",hsk30:L2-0570;cc-cedict:為|为[wei4],29,6.69,true,false,available-unhosted,reading
dex:w:wei4shen2me5:为什么:x,为什么,為什麼,wèi shénme,wei4 shen2 me5,,2,2,2,3,L2-0571,2,"[""why?"",""for what reason?""]",hsk30:L2-0571;cc-cedict:為什麼|为什么[wei4 shen2 me5],300,5.76,true,false,available-unhosted,reading
dex:w:zhu3ren2:主人:n,主人,主人,zhǔrén,zhu3 ren2,N,2,2,2,5,L2-0745,4,"[""master"",""host"",""owner"",""CL:個|个[ge4]""]",hsk30:L2-0745;cc-cedict:主人|主人[zhu3 ren2],3165,4.69,true,false,available-unhosted,reading
